sample_id,system,question,gold_answer,prediction,exact_match,f1_score,time_seconds
362,Ultra Agentic RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,Not stated,0.0,0.13795329942020335,5.645982546992445
363,Ultra Agentic RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,yes,0.0,0.18710005752905468,5.502671223329448
364,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,I dont know,0.0,0.2768318533217133,6.328657216326424
365,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,6.093790612580152
366,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,6.185105984435019
367,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,5.468015291583268
368,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,4.779182896411862
369,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,6.0294782641015185
370,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,6.212712366863427
371,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,4.994136115935671
372,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,5.588114127164282
373,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,5.616028865636201
374,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,6.5995393863828475
375,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,5.712821640508516
376,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,6.954799592569489
377,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,5.6330260842432285
378,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,6.444825469896447
379,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,6.9546979264771345
380,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,6.47437776015336
381,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,5.328579769840654
382,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,5.973079283735165
383,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,4.974436165748624
384,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,5.401453033177764
385,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,6.062914043147423
386,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,6.696859642652755
387,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,5.501634018389229
388,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,6.1962698781866
389,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,5.005728165893173
390,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,5.683860637279082
391,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,6.14589801915179
392,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,7.135777233825099
393,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,5.582713844351775
394,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,4.924775549269214
395,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,6.730801683627696
396,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,6.544749082674087
397,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,4.661272796072608
398,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,6.605127314668931
399,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,5.298950027053804
400,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,4.580066909911189
401,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,6.37315197400447
402,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,5.032556913254326
403,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,5.576941650291637
404,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,6.466035296932356
405,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,6.082758080495987
406,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,5.149742736631629
407,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,5.363307638958072
408,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,5.694984467120658
409,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,5.825247696832809
410,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,4.871430541605129
411,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,5.742722521519602
412,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,6.05488848860298
413,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,5.983209901929162
414,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,6.226275311122957
415,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,5.839502549481243
416,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,5.522568749056605
417,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,5.327068546172786
418,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,5.26700314203449
419,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,5.267530423657131
420,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,5.636638915127628
421,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,5.412253481342029
422,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,5.859355199060756
423,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,7.355326995492672
424,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,5.942733301297869
425,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,5.7256007363852035
426,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,6.188402870115344
427,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,5.080527388992744
428,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,5.115864801112947
429,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,6.021966971723359
430,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,5.679448251128409
431,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,5.429382055499644
432,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,5.598493148774047
433,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,6.615262985146108
434,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,6.115668046225191
435,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,5.392092038377207
436,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,6.206040718714705
437,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,5.469622093560039
438,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,5.238593166141541
439,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,6.3240783735434
440,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,5.0367927136280795
441,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,5.957197619408879
442,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,6.282809997092321
443,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Not stated,0.0,0.23986233017300174,5.033662561265485
444,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,no,0.0,0.19162184809580707,6.104797976577897
445,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,I dont know,0.0,0.24575327225093185,5.60134360511579
446,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,0.0,0.0631316190383869,4.9615765308419855
447,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Unknown,0.0,0.17740722081689766,4.951360324549675
448,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,I dont know,0.0,0.24577498805066567,5.975839065135115
449,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,no,0.0,0.09249005014294115,5.839764103266444
450,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Unknown,0.0,0.17333918397821568,6.418146720106023
451,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,Not stated,0.0,0.19540699317533633,6.352850304744682
452,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,no,0.0,0.1263459679243657,4.653656686851362
453,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,yes,0.0,0.21809961704682995,6.096119826876241
454,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,I dont know,0.0,0.16015857032754502,5.9370992380457785
455,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Unknown,0.0,0.07073928638947871,6.043279681109237
456,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,yes,0.0,0.10642880087893403,5.766609225943773
457,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Not stated,0.0,0.12811854929502117,6.176719689901683
